ID,AGE,JOB,MARITAL,EDUCATION,
26953,27,management,single,tertiary,
26954,34,technician,single,secondary,
26955,41,services,married,secondary,
26956,60,management,married,tertiary,
26957,28,management,single,tertiary,
26958,26,technician,single,tertiary,
26959,34,entrepreneur,married,tertiary,
26960,56,technician,married,secondary,
26961,34,management,married,tertiary,
26962,50,admin.,divorced,secondary,
26963,51,admin.,single,secondary,
26964,26,management,single,tertiary,
26965,31,management,married,tertiary,
26966,37,services,married,secondary,
26967,44,self-employed,married,secondary,
26968,59,retired,divorced,secondary,
26969,43,services,married,secondary,
26970,49,management,married,secondary,
26971,48,management,divorced,tertiary,
26972,34,management,married,tertiary,
26973,30,management,single,tertiary,
26974,36,admin.,married,secondary,
26975,31,technician,single,tertiary,
26976,28,unemployed,single,tertiary,
26977,29,management,single,tertiary,
26978,33,management,single,tertiary,
26979,40,blue-collar,married,secondary,
26980,43,admin.,single,secondary,
26981,38,management,married,tertiary,
26982,33,technician,married,secondary,
26983,23,admin.,single,secondary,
26984,59,technician,married,tertiary,
26985,38,management,single,tertiary,
26986,31,management,married,tertiary,
26987,33,unemployed,divorced,secondary,
26988,43,admin.,married,secondary,
26989,40,management,single,secondary,
26990,48,management,married,tertiary,
26991,47,technician,married,secondary,
26992,31,technician,married,secondary,
26993,33,unemployed,married,secondary,
26994,34,management,married,tertiary,
26995,28,self-employed,single,tertiary,
26996,34,admin.,married,tertiary,
26997,47,blue-collar,married,secondary,
26998,22,technician,single,secondary,
26999,37,technician,married,secondary,
27000,26,management,married,tertiary,
27001,30,admin.,married,secondary,
27002,43,blue-collar,divorced,primary,
27003,33,admin.,single,secondary,
27004,40,blue-collar,married,secondary,
27005,59,housemaid,married,tertiary,
27006,30,management,single,tertiary,
27007,32,management,married,tertiary,
27008,32,blue-collar,single,tertiary,
27009,31,entrepreneur,single,secondary,
27010,49,admin.,married,secondary,
27011,46,unknown,married,unknown,
27012,27,student,single,secondary,
27013,35,unemployed,single,secondary,
27014,32,blue-collar,married,secondary,
27015,57,blue-collar,married,unknown,
27016,58,management,married,tertiary,
27017,35,admin.,single,secondary,
27018,30,technician,single,secondary,
27019,32,management,married,tertiary,
27020,44,entrepreneur,married,tertiary,
27021,57,blue-collar,married,secondary,
27022,51,management,divorced,tertiary,
27023,51,technician,married,secondary,
27024,58,technician,married,secondary,
27025,44,management,married,tertiary,
27026,54,admin.,married,secondary,
27027,57,admin.,married,secondary,
27028,53,technician,married,secondary,
27029,35,technician,married,secondary,
27030,41,management,married,tertiary,
27031,50,entrepreneur,married,secondary,
27032,37,technician,married,secondary,
27033,46,admin.,married,secondary,
27034,34,technician,single,secondary,
27035,37,self-employed,married,secondary,
27036,35,management,married,tertiary,
27037,49,blue-collar,divorced,primary,
27038,42,management,married,secondary,
27039,49,management,married,tertiary,
27040,40,services,divorced,unknown,
27041,42,self-employed,married,tertiary,
27042,49,retired,married,secondary,
27043,47,housemaid,married,tertiary,
27044,40,management,single,secondary,
27045,36,technician,divorced,secondary,
27046,47,technician,married,tertiary,
27047,43,technician,divorced,secondary,
27048,56,management,married,tertiary,
27049,55,management,married,tertiary,
27050,54,blue-collar,married,primary,
27051,33,services,single,secondary,
27052,56,management,married,tertiary,
27053,52,management,married,primary,
27054,45,self-employed,married,tertiary,
27055,51,technician,married,secondary,
27056,57,management,married,secondary,
27057,57,management,married,tertiary,
27058,58,retired,married,secondary,
27059,55,entrepreneur,married,primary,
27060,45,management,married,tertiary,
27061,48,management,married,tertiary,
27062,55,retired,married,secondary,
27063,47,management,married,tertiary,
27064,48,management,divorced,secondary,
27065,39,admin.,married,secondary,
27066,47,blue-collar,married,secondary,
27067,40,self-employed,single,tertiary,
27068,37,management,single,tertiary,
27069,50,management,married,tertiary,
27070,38,management,married,tertiary,
27071,59,admin.,married,secondary,
27072,54,technician,single,secondary,
27073,32,management,married,tertiary,
27074,52,management,married,tertiary,
27075,48,admin.,divorced,secondary,
27076,52,admin.,married,secondary,
27077,57,admin.,divorced,secondary,
27078,43,services,married,secondary,
27079,45,technician,married,secondary,
27080,30,management,single,secondary,
27081,46,management,married,primary,
27082,40,management,married,tertiary,
27083,52,management,married,tertiary,
27084,53,technician,married,secondary,
27085,49,services,married,secondary,
27086,45,technician,married,secondary,
27087,54,technician,married,secondary,
27088,49,services,married,secondary,
27089,39,admin.,married,secondary,
27090,39,blue-collar,married,primary,
27091,54,blue-collar,married,primary,
27092,57,technician,married,tertiary,
27093,37,management,married,tertiary,
27094,42,housemaid,married,secondary,
27095,39,entrepreneur,married,tertiary,
27096,57,housemaid,married,secondary,
27097,48,technician,married,primary,
27098,46,management,married,tertiary,
27099,39,blue-collar,married,primary,
27100,49,management,married,tertiary,
27101,58,admin.,married,unknown,
27102,43,technician,married,secondary,
27103,48,technician,married,secondary,
27104,44,management,married,tertiary,
27105,49,technician,divorced,secondary,
27106,37,management,married,secondary,
27107,44,technician,divorced,secondary,
27108,40,technician,married,secondary,
27109,43,management,married,tertiary,
27110,57,blue-collar,married,secondary,
27111,34,blue-collar,married,secondary,
27112,31,entrepreneur,single,tertiary,
27113,58,management,married,tertiary,
27114,30,management,married,tertiary,
27115,50,entrepreneur,married,secondary,
27116,57,retired,married,secondary,
27117,40,admin.,married,secondary,
27118,39,management,married,secondary,
27119,33,admin.,married,secondary,
27120,41,management,married,tertiary,
27121,38,management,married,tertiary,
27122,46,admin.,divorced,secondary,
27123,59,technician,single,secondary,
27124,44,admin.,divorced,secondary,
27125,57,technician,married,secondary,
27126,49,entrepreneur,married,secondary,
27127,57,admin.,married,primary,
27128,51,technician,married,tertiary,
27129,58,entrepreneur,married,secondary,
27130,48,blue-collar,married,primary,
27131,35,technician,divorced,tertiary,
27132,49,services,married,secondary,
27133,54,management,married,secondary,
27134,55,management,married,secondary,
27135,50,management,married,secondary,
27136,42,technician,single,tertiary,
27137,38,entrepreneur,married,secondary,
27138,37,technician,married,tertiary,
27139,49,management,married,tertiary,
27140,47,blue-collar,married,secondary,
27141,46,blue-collar,married,secondary,
27142,52,management,married,tertiary,
27143,42,technician,married,secondary,
27144,33,technician,married,tertiary,
27145,47,blue-collar,married,secondary,
27146,51,admin.,married,secondary,
27147,56,retired,married,secondary,
27148,51,entrepreneur,married,tertiary,
27149,55,management,married,tertiary,
27150,40,services,single,secondary,
27151,50,technician,single,secondary,
27152,48,technician,married,secondary,
27153,54,blue-collar,married,primary,
27154,41,entrepreneur,divorced,tertiary,
27155,42,technician,married,secondary,
27156,54,blue-collar,married,secondary,
27157,58,management,married,tertiary,
27158,50,entrepreneur,married,tertiary,
27159,45,technician,married,secondary,
27160,46,technician,single,tertiary,
27161,49,admin.,married,secondary,
27162,40,services,divorced,secondary,
27163,30,management,married,tertiary,
27164,50,management,married,tertiary,
27165,58,management,divorced,tertiary,
27166,39,management,married,tertiary,
27167,36,management,married,tertiary,
27168,34,student,single,unknown,
27169,41,management,single,tertiary,
27170,59,admin.,married,unknown,
27171,52,services,married,tertiary,
27172,40,management,married,tertiary,
27173,58,admin.,married,secondary,
27174,54,admin.,divorced,secondary,
27175,46,blue-collar,married,secondary,
27176,50,management,married,tertiary,
27177,54,admin.,married,secondary,
27178,56,retired,married,secondary,
27179,34,housemaid,married,tertiary,
27180,57,admin.,single,secondary,
27181,54,admin.,married,secondary,
27182,48,management,single,tertiary,
27183,45,technician,divorced,secondary,
27184,51,services,divorced,secondary,
27185,56,management,married,primary,
27186,59,management,married,tertiary,
27187,49,admin.,married,secondary,
27188,52,admin.,divorced,secondary,
27189,53,services,married,secondary,
27190,42,self-employed,married,secondary,
27191,53,management,single,tertiary,
27192,54,management,married,tertiary,
27193,56,management,divorced,tertiary,
27194,46,management,single,tertiary,
27195,52,retired,married,secondary,
27196,41,unemployed,divorced,tertiary,
27197,40,technician,divorced,tertiary,
27198,51,blue-collar,married,secondary,
27199,47,management,married,tertiary,
27200,58,retired,married,secondary,
27201,50,admin.,married,secondary,
27202,56,technician,divorced,secondary,
27203,58,management,married,tertiary,
27204,49,management,divorced,tertiary,
27205,42,management,single,tertiary,
27206,52,management,married,tertiary,
27207,53,admin.,married,secondary,
27208,49,management,married,tertiary,
27209,57,housemaid,married,tertiary,
27210,43,technician,single,secondary,
27211,59,retired,married,tertiary,
27212,45,management,married,tertiary,
27213,52,blue-collar,married,secondary,
27214,50,unemployed,single,secondary,
27215,52,technician,single,secondary,
27216,45,housemaid,married,secondary,
27217,51,services,divorced,secondary,
27218,51,services,married,secondary,
27219,36,self-employed,married,tertiary,
27220,58,management,divorced,tertiary,
27221,58,management,divorced,tertiary,
27222,31,admin.,single,tertiary,
27223,31,admin.,married,tertiary,
27224,33,management,married,tertiary,
27225,34,management,single,tertiary,
