ID,DEFAULT,BALANCE,HOUSING,LOAN,
25577,no,905,yes,no,
25578,no,-546,no,no,
25579,no,182,no,no,
25580,no,1463,yes,no,
25581,no,29,no,no,
25582,no,74,no,no,
25583,no,1085,no,no,
25584,no,42,no,no,
25585,no,3431,no,no,
25586,no,309,no,no,
25587,no,0,no,no,
25588,no,11126,no,no,
25589,no,351,no,no,
25590,no,626,yes,no,
25591,no,497,yes,no,
25592,no,0,yes,yes,
25593,no,2059,yes,no,
25594,no,5188,yes,no,
25595,no,430,no,no,
25596,no,0,no,no,
25597,no,604,no,no,
25598,no,2397,no,no,
25599,no,-68,no,yes,
25600,no,3825,no,yes,
25601,no,43074,yes,no,
25602,no,407,yes,yes,
25603,no,2,yes,no,
25604,no,756,no,no,
25605,no,0,no,no,
25606,no,51,no,no,
25607,no,983,no,no,
25608,no,130,yes,no,
25609,no,463,no,no,
25610,no,49,no,no,
25611,no,356,no,no,
25612,no,3327,no,no,
25613,no,144,yes,no,
25614,no,-298,no,no,
25615,no,142,no,no,
25616,no,169,no,no,
25617,no,740,no,no,
25618,no,1385,no,no,
25619,no,-3,no,no,
25620,no,-266,no,yes,
25621,no,1461,no,no,
25622,no,291,no,no,
25623,no,2652,no,no,
25624,no,0,no,no,
25625,no,0,no,no,
25626,no,0,no,no,
25627,no,3418,no,no,
25628,no,0,no,no,
25629,no,518,no,no,
25630,no,242,no,no,
25631,no,198,no,no,
25632,no,7134,no,no,
25633,no,8,no,no,
25634,no,-995,yes,yes,
25635,no,0,yes,no,
25636,no,190,no,no,
25637,no,1190,no,no,
25638,no,275,no,no,
25639,no,-300,no,yes,
25640,no,0,no,no,
25641,yes,-311,no,no,
25642,no,1272,no,no,
25643,no,43,no,no,
25644,no,85,no,no,
25645,no,73,no,no,
25646,no,193,no,yes,
25647,no,6,no,no,
25648,no,0,no,no,
25649,no,1396,no,no,
25650,no,15,no,no,
25651,no,558,no,no,
25652,no,776,no,no,
25653,no,2255,no,no,
25654,no,141,no,no,
25655,no,0,no,no,
25656,no,251,no,no,
25657,no,-117,no,no,
25658,no,162,no,no,
25659,no,-886,yes,yes,
25660,no,1498,no,no,
25661,no,157,yes,no,
25662,no,-816,no,no,
25663,no,105,no,no,
25664,no,154,no,no,
25665,no,454,yes,no,
25666,no,4874,yes,no,
25667,no,306,no,no,
25668,no,1052,no,no,
25669,no,255,no,yes,
25670,no,6742,no,no,
25671,no,31,no,yes,
25672,no,269,no,no,
25673,no,280,no,no,
25674,no,135,no,no,
25675,no,309,yes,yes,
25676,no,925,no,no,
25677,no,0,no,no,
25678,no,49,yes,yes,
25679,no,827,no,no,
25680,no,1882,no,no,
25681,no,130,no,no,
25682,no,792,no,no,
25683,no,1064,no,no,
25684,no,1841,yes,no,
25685,no,24450,no,no,
25686,no,103,no,no,
25687,no,1335,yes,no,
25688,no,29230,no,no,
25689,no,337,no,no,
25690,no,79,yes,no,
25691,no,355,yes,no,
25692,no,61,yes,yes,
25693,no,518,yes,no,
25694,no,4213,no,no,
25695,no,1051,no,no,
25696,no,230,yes,no,
25697,no,3777,no,no,
25698,no,179,no,no,
25699,no,17,no,yes,
25700,no,276,no,yes,
25701,no,109,no,no,
25702,no,657,no,no,
25703,no,2275,no,no,
25704,no,244,no,no,
25705,no,259,no,no,
25706,no,95,no,no,
25707,no,6144,yes,no,
25708,no,34,no,no,
25709,no,981,no,no,
25710,no,799,no,no,
25711,yes,162,no,no,
25712,no,63,no,no,
25713,no,222,no,no,
25714,no,1900,no,no,
25715,no,3367,no,no,
25716,no,0,no,no,
25717,no,255,no,yes,
25718,no,420,no,no,
25719,no,285,no,no,
25720,no,185,no,no,
25721,no,166,no,no,
25722,no,0,no,no,
25723,no,3163,no,no,
25724,no,23,no,no,
25725,no,31,no,no,
25726,no,5244,no,no,
25727,no,1242,no,no,
25728,no,4300,yes,yes,
25729,no,224,no,no,
25730,no,272,no,yes,
25731,no,354,no,no,
25732,no,1451,no,no,
25733,no,1331,no,no,
25734,no,94,no,no,
25735,no,778,yes,no,
25736,no,44,no,yes,
25737,no,46,no,no,
25738,no,1303,no,no,
25739,no,0,no,no,
25740,no,0,no,no,
25741,no,338,no,no,
25742,no,917,no,no,
25743,no,1035,no,no,
25744,no,0,no,no,
25745,no,746,no,no,
25746,no,333,no,no,
25747,no,161,no,no,
25748,no,93,yes,no,
25749,no,268,no,no,
25750,no,50,no,no,
25751,no,3674,no,no,
25752,no,0,no,no,
25753,no,1499,no,no,
25754,no,771,yes,no,
25755,no,9864,no,no,
25756,no,295,yes,no,
25757,no,437,no,no,
25758,no,807,yes,yes,
25759,no,2536,yes,no,
25760,no,1322,no,no,
25761,no,392,no,no,
25762,no,17297,no,no,
25763,no,7073,no,no,
25764,no,7935,no,no,
25765,no,1401,no,no,
25766,no,526,no,yes,
25767,no,675,no,no,
25768,no,175,yes,no,
25769,no,0,no,no,
25770,no,973,no,no,
25771,no,111,no,no,
25772,no,39,no,no,
25773,no,5535,no,no,
25774,no,22,no,no,
25775,no,2251,no,no,
25776,no,1578,no,yes,
25777,no,87,no,no,
25778,no,292,no,no,
25779,no,2,no,no,
25780,no,1285,no,no,
25781,no,1,no,no,
25782,no,18,no,no,
25783,no,2625,yes,no,
25784,no,309,no,no,
25785,no,409,no,yes,
25786,no,714,yes,no,
25787,no,0,no,no,
25788,no,10,no,no,
25789,no,0,no,no,
25790,no,7005,no,no,
25791,no,19,no,no,
25792,no,1326,no,no,
25793,no,32,no,yes,
25794,no,250,no,no,
25795,no,0,no,no,
25796,no,206,no,no,
25797,no,1596,yes,no,
25798,no,-370,yes,no,
25799,no,0,no,no,
25800,no,436,no,no,
25801,no,0,no,no,
25802,no,659,no,no,
25803,no,50,no,no,
25804,no,176,no,yes,
25805,no,50,no,no,
25806,no,1413,no,no,
25807,no,31,no,yes,
25808,yes,-11,no,no,
25809,no,276,no,no,
25810,no,60,no,yes,
25811,no,-231,yes,no,
25812,no,21,no,no,
25813,no,-6,no,no,
25814,no,446,no,no,
25815,no,222,no,no,
25816,no,0,no,no,
25817,no,7838,no,no,
25818,no,3478,no,no,
25819,no,121,no,no,
25820,no,0,no,no,
25821,no,0,no,no,
25822,no,-612,no,no,
25823,no,15,no,yes,
25824,no,17555,no,no,
25825,yes,-190,no,yes,
25826,no,0,no,no,
25827,no,218,no,no,
25828,no,0,no,no,
25829,no,1396,no,yes,
25830,no,0,no,no,
25831,no,0,no,no,
25832,no,4644,no,no,
25833,no,-166,yes,yes,
25834,no,6343,yes,no,
25835,no,2688,no,yes,
25836,no,965,no,no,
25837,no,19,no,no,
25838,no,3096,no,no,
25839,no,94,yes,no,
25840,no,0,no,no,
25841,no,316,no,no,
25842,no,0,no,no,
25843,no,0,no,no,
25844,no,630,no,no,
25845,no,0,no,no,
25846,no,3,no,no,
25847,no,272,no,no,
25848,no,414,no,no,
25849,no,0,no,no,
25850,no,29,no,no,
25851,no,512,no,no,
25852,no,17,no,no,
25853,no,188,no,no,
25854,no,813,no,no,
25855,no,1752,no,no,
25856,no,0,no,no,
25857,no,273,no,no,
25858,no,19,no,no,
25859,no,0,no,no,
25860,no,827,yes,yes,
25861,no,0,yes,no,
25862,no,1313,no,no,
25863,no,1764,no,yes,
25864,no,1219,yes,no,
25865,no,798,no,no,
25866,no,725,no,no,
25867,no,154,no,no,
25868,no,0,no,no,
25869,no,431,no,no,
25870,no,9645,no,yes,
25871,no,5167,no,no,
25872,no,612,no,no,
25873,no,0,no,no,
25874,no,0,no,no,
25875,no,0,no,no,
25876,no,73,no,yes,
25877,no,11,no,no,
25878,no,0,yes,no,
25879,yes,-51,no,yes,
25880,no,588,yes,no,
25881,no,-471,no,no,
25882,no,579,no,no,
25883,no,231,no,no,
25884,no,2,no,no,
25885,no,3773,no,no,
25886,no,-55,yes,no,
25887,no,6,no,no,
25888,no,608,no,no,
25889,no,9,no,no,
25890,no,5,no,no,
25891,no,145,no,no,
25892,no,0,no,no,
25893,no,0,no,no,
25894,no,108,no,no,
25895,no,544,no,yes,
25896,no,0,no,no,
25897,no,581,yes,no,
25898,no,0,yes,no,
25899,no,0,no,no,
25900,no,38,no,no,
25901,no,4852,no,no,
25902,no,275,no,no,
25903,no,1245,no,no,
25904,no,841,no,no,
25905,no,83,no,no,
25906,yes,471,yes,no,
25907,no,79,yes,no,
25908,no,1243,no,no,
25909,no,34,no,no,
25910,no,2537,no,no,
25911,no,284,no,no,
25912,no,0,no,no,
25913,no,254,no,no,
25914,no,301,no,no,
25915,no,0,no,no,
25916,no,1617,no,no,
25917,no,3220,no,no,
25918,no,-5,no,yes,
25919,no,231,no,no,
25920,yes,5,yes,no,
25921,no,236,no,no,
25922,no,385,no,yes,
25923,no,505,no,no,
25924,no,10,no,no,
25925,no,-533,no,no,
25926,no,7,no,no,
25927,no,71,no,yes,
25928,no,725,no,no,
25929,no,2362,yes,no,
25930,no,434,no,no,
25931,no,4687,no,no,
25932,no,370,yes,no,
25933,no,0,no,no,
25934,no,3867,no,no,
25935,no,362,no,yes,
25936,no,41,no,no,
25937,no,297,yes,no,
25938,no,219,no,no,
25939,no,0,no,no,
25940,no,487,yes,no,
25941,no,0,no,no,
25942,no,0,no,no,
25943,no,10150,yes,no,
25944,no,1113,no,no,
25945,no,392,no,no,
25946,yes,0,no,no,
25947,no,469,no,no,
25948,no,22815,no,no,
25949,no,1092,no,no,
25950,no,23,no,no,
25951,no,0,no,no,
25952,no,1974,no,no,
25953,no,1271,yes,no,
25954,no,25,no,no,
25955,no,734,no,no,
25956,no,517,no,no,
25957,no,0,no,no,
25958,no,7744,no,no,
25959,no,0,no,no,
25960,no,21,no,no,
25961,no,69,no,no,
25962,no,-274,yes,no,
25963,no,326,no,no,
25964,no,382,no,no,
25965,no,1,no,no,
25966,no,257,no,no,
25967,no,631,no,no,
25968,no,893,no,no,
25969,no,1005,no,no,
25970,no,915,no,yes,
25971,no,12,no,no,
25972,no,370,no,no,
25973,no,745,no,no,
25974,no,382,no,yes,
25975,no,479,no,no,
25976,no,0,no,no,
25977,no,1111,no,no,
25978,no,796,no,yes,
25979,no,957,no,no,
25980,no,5910,no,no,
25981,no,0,no,no,
25982,no,608,no,no,
25983,yes,0,no,yes,
25984,no,0,no,no,
25985,no,154,no,no,
25986,no,3160,no,no,
25987,no,699,no,no,
25988,no,10,no,no,
25989,no,-363,no,no,
25990,yes,0,yes,no,
25991,no,387,no,no,
25992,no,7863,no,no,
25993,no,1757,no,no,
25994,no,526,no,no,
25995,no,359,no,no,
25996,no,0,no,no,
25997,no,20,no,no,
25998,no,46,yes,no,
25999,no,373,no,no,
26000,no,3558,no,no,
26001,no,485,no,no,
26002,no,127,yes,no,
26003,no,6,no,no,
26004,no,0,no,no,
26005,no,1612,no,no,
26006,no,1272,no,no,
26007,no,0,no,no,
26008,no,462,no,no,
26009,no,296,no,no,
26010,no,151,yes,no,
26011,no,56,no,no,
26012,no,730,no,no,
26013,no,3460,no,no,
26014,no,187,no,no,
26015,no,1503,no,no,
26016,no,285,yes,yes,
26017,no,0,no,no,
26018,no,567,no,no,
26019,no,0,no,no,
26020,no,0,no,no,
26021,no,1632,no,no,
26022,no,917,no,no,
26023,no,0,no,no,
26024,no,3413,no,no,
26025,no,0,no,no,
26026,no,386,no,yes,
26027,no,40,no,no,
26028,no,0,no,no,
26029,no,2094,no,yes,
26030,no,656,yes,yes,
26031,no,60,no,no,
26032,no,1158,no,no,
26033,no,2673,no,no,
26034,no,39,no,no,
26035,no,143,no,no,
26036,no,487,no,yes,
26037,no,-47,yes,no,
26038,no,1836,no,no,
26039,no,-417,no,no,
26040,no,2396,no,no,
26041,no,1085,no,no,
26042,no,6563,no,no,
26043,no,51,no,no,
26044,no,1121,no,no,
26045,no,0,no,no,
26046,no,2944,no,no,
26047,no,336,no,no,
26048,no,836,no,no,
26049,no,3724,yes,no,
26050,no,105,yes,yes,
26051,no,258,no,no,
26052,no,1647,no,no,
26053,no,917,yes,no,
26054,no,0,no,no,
26055,no,0,no,no,
26056,no,-84,yes,no,
26057,no,344,no,no,
26058,no,1,no,no,
26059,no,324,yes,no,
26060,no,2076,no,no,
26061,no,0,no,no,
26062,no,36,no,no,
26063,no,98,no,no,
26064,no,0,no,no,
26065,no,313,yes,no,
26066,no,25,no,no,
26067,no,7084,no,no,
26068,no,6748,no,no,
26069,no,719,no,no,
26070,no,24,no,no,
26071,no,30,no,no,
26072,no,35,no,no,
26073,no,6485,no,no,
26074,no,3228,no,no,
26075,no,639,no,no,
26076,no,46,no,no,
26077,no,765,no,no,
26078,no,362,no,no,
26079,no,0,no,no,
26080,no,46,no,no,
26081,no,24,no,yes,
26082,no,25,no,no,
26083,no,2204,no,no,
26084,no,49,no,no,
26085,no,-102,yes,yes,
26086,no,1107,no,no,
26087,no,128,yes,no,
26088,no,699,no,no,
26089,no,0,no,no,
26090,no,63,no,no,
26091,no,0,no,no,
26092,no,0,no,no,
26093,no,16,yes,yes,
26094,no,11,no,no,
26095,no,0,no,no,
26096,no,297,no,yes,
26097,no,-175,no,no,
26098,no,1020,no,no,
26099,no,0,no,no,
26100,no,2328,no,no,
26101,no,569,no,no,
26102,no,6,no,no,
26103,no,1697,no,yes,
26104,yes,-173,no,no,
26105,no,127,no,no,
26106,no,3726,no,yes,
26107,no,324,yes,no,
26108,no,-453,no,yes,
26109,no,605,no,yes,
26110,no,522,yes,yes,
26111,no,-552,yes,no,
26112,no,0,no,no,
26113,no,-414,no,no,
26114,no,104,no,no,
26115,no,1041,no,no,
26116,no,692,yes,yes,
26117,no,91,no,no,
26118,no,312,no,no,
26119,no,236,no,no,
26120,no,-1459,yes,no,
26121,no,314,no,no,
26122,no,157,no,no,
26123,no,1232,no,no,
26124,no,570,no,no,
26125,no,385,no,no,
26126,no,946,no,no,
26127,no,607,no,no,
26128,no,875,no,yes,
26129,no,328,no,yes,
26130,no,0,no,no,
26131,no,470,no,no,
26132,no,-2,no,no,
26133,no,-1,no,no,
26134,no,-34,no,yes,
26135,no,979,no,no,
26136,no,81,yes,yes,
26137,no,2809,yes,no,
26138,no,0,no,no,
26139,no,269,yes,no,
26140,no,1057,no,yes,
26141,no,0,no,no,
26142,no,34,no,no,
26143,no,134,no,no,
26144,no,526,no,no,
26145,no,356,yes,no,
26146,no,157,no,no,
26147,no,-705,yes,no,
26148,no,96,no,no,
26149,no,413,no,no,
26150,no,1788,no,no,
26151,no,911,no,no,
26152,no,9324,no,no,
26153,no,198,no,no,
26154,no,2,no,no,
26155,no,0,no,no,
26156,no,105,no,no,
26157,no,330,no,no,
26158,no,194,no,yes,
26159,no,48,no,no,
26160,no,209,no,no,
26161,no,194,no,no,
26162,yes,-17,no,no,
26163,no,183,no,no,
26164,no,49,no,no,
26165,no,39,no,no,
26166,no,391,no,no,
26167,no,1138,no,no,
26168,no,837,no,no,
26169,no,890,no,no,
26170,no,213,no,no,
26171,no,24,no,yes,
26172,no,164,no,no,
26173,no,598,no,no,
26174,no,2541,no,no,
26175,no,255,no,no,
26176,no,0,yes,no,
26177,no,417,no,no,
26178,yes,410,no,no,
26179,no,309,no,no,
26180,no,4393,no,no,
26181,no,7,no,no,
26182,yes,852,yes,yes,
26183,no,120,no,no,
26184,no,1868,no,no,
26185,no,2517,no,no,
26186,no,1165,no,no,
26187,no,2321,no,no,
26188,no,0,no,no,
26189,no,382,no,no,
26190,no,816,yes,no,
26191,no,6383,no,no,
26192,no,54,yes,no,
26193,no,682,no,no,
26194,no,1905,no,no,
26195,no,260,no,no,
26196,no,168,no,no,
26197,no,4979,no,yes,
26198,no,83,no,no,
26199,no,347,yes,no,
26200,no,616,yes,no,
26201,no,1859,yes,no,
26202,no,2460,no,no,
26203,no,5118,yes,no,
26204,no,1374,yes,yes,
26205,no,2437,no,no,
26206,no,334,no,no,
26207,no,-218,yes,no,
26208,no,0,yes,no,
26209,no,124,no,no,
26210,no,204,no,no,
26211,no,321,no,no,
26212,no,3918,no,no,
26213,no,424,no,no,
26214,no,0,no,no,
26215,no,235,no,no,
26216,no,60,no,yes,
26217,no,1713,no,no,
26218,no,109,no,no,
26219,no,0,no,no,
26220,no,28,no,no,
26221,yes,0,no,no,
26222,yes,20,no,no,
26223,no,243,no,no,
26224,no,2220,no,no,
26225,no,68,yes,no,
26226,no,5065,no,no,
26227,no,753,no,no,
26228,no,84,no,no,
26229,no,12,no,no,
26230,no,1940,no,no,
26231,no,171,no,no,
26232,no,930,no,no,
26233,no,0,no,no,
26234,no,27,no,no,
26235,no,376,no,no,
26236,no,725,no,no,
26237,no,4594,no,no,
26238,no,5976,no,no,
26239,no,253,no,no,
26240,no,80,no,no,
26241,no,148,no,no,
26242,no,113,yes,no,
26243,yes,-1545,no,no,
26244,no,510,no,no,
26245,no,4,no,no,
26246,yes,-1,no,no,
26247,no,4073,no,no,
26248,no,137,no,no,
26249,no,298,no,no,
26250,no,682,no,no,
26251,no,206,no,no,
26252,no,276,no,no,
26253,no,238,no,no,
26254,no,356,no,no,
26255,no,190,no,no,
26256,no,0,no,no,
26257,yes,2,no,no,
26258,no,430,no,no,
26259,yes,4,no,no,
26260,no,-315,yes,yes,
26261,no,1707,no,no,
26262,no,-102,yes,no,
26263,no,627,no,no,
26264,no,0,yes,no,
26265,no,518,no,no,
26266,no,0,no,no,
26267,no,534,no,no,
26268,no,1194,no,yes,
26269,no,0,no,no,
26270,no,1539,no,no,
26271,no,7870,yes,no,
26272,no,849,no,no,
26273,no,2637,no,no,
26274,no,21,no,no,
26275,no,1138,no,no,
26276,no,201,no,no,
26277,no,715,no,no,
26278,no,65,no,no,
26279,no,5943,no,no,
26280,no,844,no,no,
26281,no,2629,no,no,
26282,no,0,no,no,
26283,no,-11,yes,no,
26284,no,-278,no,no,
26285,no,0,yes,yes,
26286,no,136,no,no,
26287,no,549,no,no,
26288,no,1585,no,no,
26289,no,0,no,no,
26290,no,2676,no,no,
26291,no,1134,no,no,
26292,no,1510,yes,no,
26293,no,-104,no,no,
26294,no,357,yes,no,
26295,yes,-146,no,yes,
26296,no,294,yes,no,
26297,no,17,no,no,
26298,no,1138,yes,no,
26299,no,13,no,no,
26300,no,45,no,no,
26301,no,0,no,no,
26302,yes,-123,no,yes,
26303,no,630,no,no,
26304,no,-27,no,no,
26305,no,52,no,no,
26306,no,-102,no,yes,
26307,no,0,no,no,
26308,no,465,no,no,
26309,no,2473,no,no,
26310,no,3207,no,no,
26311,no,2213,no,no,
26312,no,505,no,no,
26313,no,29,no,no,
26314,no,678,no,no,
26315,no,-204,yes,no,
26316,no,228,no,no,
26317,no,27,no,no,
26318,no,2873,yes,no,
26319,no,456,yes,yes,
26320,no,0,no,no,
26321,no,473,no,no,
26322,no,1070,no,no,
26323,no,872,yes,no,
26324,no,3463,yes,yes,
26325,no,1573,no,no,
26326,no,-272,no,yes,
26327,no,168,no,no,
26328,no,75,no,no,
26329,no,0,no,no,
26330,no,264,no,no,
26331,yes,2262,no,no,
26332,no,561,no,no,
26333,no,36,no,no,
26334,no,3196,no,no,
26335,no,-6,no,no,
26336,no,0,no,no,
26337,no,556,yes,no,
26338,no,58,no,no,
26339,no,0,no,no,
26340,no,1559,no,no,
26341,no,3486,no,no,
26342,no,3762,no,no,
26343,no,170,no,no,
26344,no,3,no,no,
26345,no,801,no,no,
26346,no,2431,no,no,
26347,no,839,no,yes,
26348,no,0,no,no,
26349,no,333,no,no,
26350,no,-542,no,no,
26351,no,500,no,yes,
26352,yes,42,no,no,
26353,no,0,no,no,
26354,no,866,no,no,
26355,no,1052,no,no,
26356,yes,-6,no,no,
26357,no,-105,yes,no,
26358,no,51,no,no,
26359,no,1608,no,no,
26360,no,0,no,no,
26361,no,1666,yes,no,
26362,no,2696,yes,no,
26363,no,0,no,no,
26364,no,-105,no,no,
26365,no,75,no,no,
26366,no,236,no,no,
26367,no,-671,no,no,
26368,no,659,no,no,
26369,no,1233,no,no,
26370,no,0,no,no,
26371,no,0,no,no,
26372,no,156,no,yes,
26373,no,44,no,no,
26374,no,1309,yes,no,
26375,no,2421,yes,no,
26376,no,0,no,no,
26377,no,23,no,no,
26378,no,0,no,no,
26379,no,0,no,no,
26380,no,326,no,no,
26381,no,403,no,no,
26382,no,1,no,no,
26383,no,0,no,no,
26384,no,-3,no,no,
26385,no,60,no,no,
26386,no,751,no,no,
26387,no,1545,no,no,
26388,no,23,no,no,
26389,no,0,no,no,
26390,no,20261,yes,no,
26391,no,1887,no,no,
26392,no,786,no,no,
26393,no,2179,no,no,
26394,no,632,yes,no,
26395,no,99,no,no,
26396,no,185,no,no,
26397,no,305,yes,no,
26398,no,278,no,no,
26399,no,187,no,no,
26400,no,761,no,yes,
26401,no,123,no,no,
26402,no,-997,no,yes,
26403,no,80,no,no,
26404,no,486,no,no,
26405,no,759,no,yes,
26406,no,46,no,no,
26407,no,140,no,no,
26408,no,6743,no,no,
26409,no,1946,no,no,
26410,no,0,no,no,
26411,no,1906,no,no,
26412,no,0,no,no,
26413,no,1232,no,no,
26414,no,859,no,no,
26415,no,0,no,no,
26416,no,0,no,no,
26417,no,0,no,no,
26418,no,6288,no,no,
26419,no,1013,no,yes,
26420,no,37,no,no,
26421,no,0,no,no,
26422,no,217,yes,no,
26423,yes,0,no,no,
26424,no,0,no,no,
26425,no,0,no,no,
26426,no,65,no,no,
26427,no,82,no,no,
26428,no,568,no,no,
26429,no,134,no,no,
26430,no,5603,no,no,
26431,no,0,no,no,
26432,no,89,no,no,
26433,no,197,no,no,
26434,no,837,no,no,
26435,no,6174,no,no,
26436,no,7175,no,no,
26437,no,890,yes,yes,
26438,no,163,no,yes,
26439,no,3,no,no,
26440,no,241,no,no,
26441,no,59,no,no,
26442,no,315,no,no,
26443,no,-262,yes,no,
26444,no,163,no,no,
26445,no,81,no,no,
26446,no,225,no,no,
26447,no,864,yes,no,
26448,no,0,no,no,
26449,no,1548,no,no,
26450,no,0,no,no,
26451,no,3327,no,no,
26452,no,0,no,no,
26453,no,879,no,no,
26454,no,729,no,no,
26455,no,-158,yes,no,
26456,no,7881,no,no,
26457,no,0,no,no,
26458,no,35,no,no,
26459,no,1333,no,no,
26460,no,2420,yes,no,
26461,no,0,no,no,
26462,no,173,no,no,
26463,no,0,no,no,
26464,no,111,no,no,
26465,no,84,no,no,
26466,no,0,no,no,
26467,no,211,no,no,
26468,no,0,no,no,
26469,no,17,no,no,
26470,no,0,no,no,
26471,no,668,no,no,
26472,no,1690,no,no,
26473,no,37,no,no,
26474,no,-183,yes,yes,
26475,no,65,no,no,
26476,no,0,no,no,
26477,no,-173,no,no,
26478,no,1258,no,no,
26479,no,6766,no,no,
26480,no,2499,no,no,
26481,no,0,no,no,
26482,no,377,no,no,
26483,no,77,no,no,
26484,no,1530,no,no,
26485,no,0,no,no,
26486,no,658,no,no,
26487,no,1645,no,no,
26488,no,8047,yes,no,
26489,no,436,no,no,
26490,no,0,no,no,
26491,no,75,no,no,
26492,no,279,no,no,
26493,no,4348,yes,no,
26494,no,230,no,no,
26495,no,167,no,no,
26496,no,118,no,no,
26497,no,323,no,no,
26498,no,97,no,no,
26499,no,3028,yes,no,
26500,no,-157,no,no,
26501,no,-2,no,no,
26502,no,0,no,no,
26503,no,71,no,no,
26504,no,396,no,no,
26505,no,200,no,no,
26506,no,466,no,no,
26507,no,713,no,no,
26508,no,1788,no,no,
26509,no,755,yes,no,
26510,no,298,no,no,
26511,no,370,no,no,
26512,no,459,no,no,
26513,no,240,no,no,
26514,no,723,no,no,
26515,no,-300,no,no,
26516,no,0,no,no,
26517,no,0,no,no,
26518,no,136,no,no,
26519,no,558,no,no,
26520,no,15,no,no,
26521,no,1522,yes,no,
26522,no,111,no,no,
26523,no,33,no,no,
26524,no,-108,yes,no,
26525,no,77,no,no,
26526,no,12,no,no,
26527,no,5,no,no,
26528,no,1863,no,no,
26529,no,0,no,no,
26530,no,42,no,no,
26531,no,0,yes,no,
26532,no,-78,no,no,
26533,no,0,no,no,
26534,yes,621,no,no,
26535,no,81,no,no,
26536,no,6171,no,no,
26537,no,0,no,no,
26538,no,475,yes,no,
26539,no,552,no,no,
26540,no,305,no,no,
26541,no,685,no,no,
26542,no,45,no,no,
26543,no,553,no,no,
26544,no,2032,no,no,
26545,no,295,no,no,
26546,no,795,no,no,
26547,no,605,no,no,
26548,no,-490,yes,yes,
26549,no,88,no,no,
26550,no,1480,no,no,
26551,yes,0,no,no,
26552,no,813,no,no,
26553,no,565,yes,yes,
26554,no,-564,yes,yes,
26555,no,968,no,yes,
26556,no,4,no,no,
26557,no,2,no,no,
26558,no,0,no,no,
26559,no,182,no,no,
26560,no,34,no,no,
26561,no,6762,no,no,
26562,no,223,no,no,
26563,no,556,no,no,
26564,no,0,no,no,
26565,no,278,no,no,
26566,no,353,no,no,
26567,no,162,no,no,
26568,no,95,no,no,
26569,no,81,no,no,
26570,no,3,no,no,
26571,no,1077,no,yes,
26572,no,1425,yes,no,
26573,no,26,yes,no,
26574,no,918,no,no,
26575,no,588,no,no,
26576,no,4450,no,no,
26577,no,3501,no,no,
26578,no,3440,no,no,
26579,no,35,no,no,
26580,yes,63,no,no,
26581,no,872,no,no,
26582,no,159,no,no,
26583,no,1291,yes,no,
26584,no,-64,yes,yes,
26585,no,1011,no,no,
26586,no,433,no,no,
26587,no,1286,no,no,
26588,no,3588,no,no,
26589,no,0,no,no,
26590,no,1684,yes,no,
26591,no,592,no,no,
26592,yes,-30,no,no,
26593,no,-213,yes,no,
26594,no,0,no,no,
26595,no,1239,no,no,
26596,no,0,no,no,
26597,no,576,no,no,
26598,no,3029,no,no,
26599,no,4542,yes,no,
26600,no,313,no,no,
26601,no,292,no,yes,
26602,no,946,no,no,
26603,no,195,no,no,
26604,no,367,no,no,
